m/z_RT_node,CNAT12_TV104__WC,CNAT1_TV105__WC,CNAT9_TV106__WC,MCAV1_TV107__WC,MCAV2_TV108__WC,MCAV3_TV109__WC,MCAV6_TV110__WC,MMEA14_TV103__WC,MMEA202_TV100_WC,MMEA24_TV99__WC,MMEA2_TV102__WC,OFAV12_TV113__WC,OFAV2_TV111__WC,OFAV3_TV112__WC,OFAV7_TV114__WC
,CNAT,CNAT,CNAT,MCAV,MCAV,MCAV,MCAV,MMEA,MMEA,MMEA,MMEA,OFAV,OFAV,OFAV,OFAV
917.577_21.8_1487,1.64E+07,1017272.996,0,532146.892,350296.073,7968.9555,183286.4145,0,0,0,0,0,838707.062,609901.092,556425.4865
814.559_17.4_3371,58561.5965,0,1519205.927,99028.287,152440.096,257721.9685,13106.5645,381360.6965,312838.4685,282240.765,10227.478,0,0,703771.391,2657870.533
772.642_23.4_4481,0,0,0,0,0,0,0,314796.866,0,0,187435.346,0,0,0,0
397.2_11.4_2795,0,262424.0415,962059.1605,0,63017.9905,56175.3865,892507.721,1478266.841,233062.3165,1145479.253,288867.5905,347352.4115,538057.939,9730.045,23800.631
221.116_24.9_2034,28441.3635,119080.9335,220268.316,262623.9755,109937.621,172301.0795,63829.716,236388.9625,71709.9585,164647.9905,364065.612,174275.9755,45839.3165,0,63506.0485
359.22_10.1_3918,0,0,9267.366,0,275991.117,382950.7375,0,59654.5775,0,0,0,20671.0165,0,194158.0545,0
665.466_16.1_2768,0,203018.593,28650.5715,0,0,0,60352.6,85839.492,485831.867,104023.469,145628.302,65554.201,414894.854,48209.3395,28394.85
400.255_7.3_4150,0,0,0,0,0,0,0,1676669.036,1175529.93,1993834.044,2337903.917,0,0,0,0
798.629_23.6_574,83241.54,0,7380584.924,0,463212.434,210043.4375,0,425432.834,0,18100.536,0,12287.632,0,0,129980.274
408.662_6_2345,0,450305.1195,0,8647.947,195960.8465,93993.0375,379083.7745,787695.707,182785.6665,0,0,7729.033,98554.86,137526.515,214370.519
1541.029_9.7_3458,0,0,0,431727.0275,3651023.946,151129.7995,2076651.022,0,0,0,0,0,0,0,0
596.357_13.1_5340,29945.4115,11703.0265,645157.796,0,0,102404.95,0,41121.985,406331.6475,171347.4985,0,0,36906.2015,581505.615,2527700.931
407.33_16.6_1467,8467.217,121395.774,134517.58,780025.352,85006.655,95852.2865,684883.4065,786215.746,519694.747,3591274.568,117161.2645,232047.8195,348172.639,561466.065,81289.9055
395.331_17.2_4787,36795.1845,308768.506,174863.9705,484348.665,2637491.261,157912.799,406144.273,1162212.281,68223.967,1960735.685,1160597.601,955781.8765,929051.7025,316734.8285,383744.276
878.568_19.8_4070,0,201019.265,145126.7535,508108.382,0,0,619554.358,0,598348.949,308377.308,9802.712,344167.1985,665883.0135,76101.38,0
626.535_19.2_6278,0,2364172.497,1558922.84,0,0,0,0,3783821.486,4081754.523,3377445.316,3085597.955,0,0,0,0
654.53_19.4_1754,0,0,80034.642,407000.947,105959.6005,0,112427.303,0,0,0,0,174880.3025,0,455581.3795,0
478.329_11.9_3471,0,0,0,0,0,495280.747,1129974.258,395211.284,0,139166.9215,0,687384.0805,0,0,12216.9375
575.333_13.1_2785,0,414735.232,10406.448,0,0,0,0,63227.9505,82459.885,126420.1365,265190.292,0,238312.522,86717.24,40545.323
508.338_12.9_803,26332.826,11867.871,1605521.596,0,136744.991,1522748.975,1290830.35,118285.009,16170.6405,539175.616,0,1057165.7,48462.4665,131456.3615,134015.284
498.282_10.7_3565,0,0,0,1181366.928,890760.6325,0,399446.8025,1280804.331,862764.176,533651.862,359028.0625,0,0,0,0
793.485_18.8_1517,0,238131.965,99756.317,508287.7785,0,0,606642.6995,26765.27,125623.6405,100664.453,43506.4725,539039.6185,146812.11,45216.408,0
612.519_18.9_6279,0,9228393.676,11511.8535,0,0,0,0,7906050.967,0,2651310.434,6694560.565,0,0,0,0
1245.029_7.4_2115,0,0,0,183995.704,0,0,554184.776,0,0,0,0,0,0,0,0
784.556_16.7_4044,0,205171.6085,0,0,0,0,0,3916870.749,3690443.104,1653086.011,4429793.916,0,0,0,0
307.227_11.3_2671,0,0,32874.462,0,34674.9055,23012.416,19316.7945,0,0,33329.3105,0,49118.394,0,141017.797,0
518.493_21.6_627,138665.8,1775579.703,1660035.904,1613723.632,106738.778,1181076.597,1151510.636,3195176.68,3341378.351,2707812.457,4763438.749,1223982.585,1047086.773,543071.708,681598.282
840.618_18.8_4165,0,0,0,0,0,0,0,926298.242,0,814710.847,1100376.828,0,0,0,0
581.399_14.9_2774,0,3347187.55,2412149.231,198157.111,30596.6615,0,2869816.176,1583149.822,357574.435,748500.634,2911142.1,3363010.142,881154.28,355765.662,0
400.342_13.9_871,51829.7145,1.58E+07,1.09E+07,4.47E+07,7739937.882,1.04E+07,2.00E+07,2.55E+07,1.24E+07,9994157.883,1.54E+07,2.57E+07,7228763.492,9441550.022,1.51E+07
407.331_20.8_2389,0,0,0,0,0,7940.008,0,25125.2135,0,18605.7655,70763.8995,0,0,0,0
800.604_23.8_2323,0,132178.0075,0,0,0,0,30937.306,347079.7085,259453.8625,135038.8105,328450.5055,56432.9175,17846.697,0,0
344.279_11.1_2894,0,626766.622,359623.858,0,68464.1785,203503.6285,824376.8865,965444.9465,248100.2225,265476.5965,474136.2895,535417.7615,272505.472,248227.899,889074.1725
641.42_16.3_4654,0,0,10592.15,0,0,0,0,0,0,10300.355,10378.251,236131.7385,0,52910.6835,0
752.559_21.3_3252,8754134.142,0,1848684.924,0,515580.843,237714.853,0,107089.7525,0,0,0,973430.2745,0,870705.9335,1271863.603
1557.955_8.3_4215,0,0,0,0,0,0,0,183060.247,0,129438.413,177939.147,0,0,0,0
539.289_12.2_3127,0,43044.903,400790.754,0,0,112473.8755,67866.854,34104.5685,10442.575,374968.743,581836.3135,529173.1245,50791.837,1055975.018,0
480.308_11.3_3574,0,54605.5185,0,0,79296.189,16364.208,420864.7385,0,0,382582.1495,0,21200.723,0,9838.4,0
802.615_22.4_1186,0,86949.6605,1108007.79,0,2459379.832,111511.1015,1.46E+07,0,198836.468,0,0,2028176.444,1.29E+07,26142.98,2689101.743
459.31_15.8_3738,0,0,36140.071,0,0,93891.227,0,298842.8145,546158.4495,765073.2235,77163.03,0,0,0,7918.196
752.601_22.5_4641,0,1599697.339,89017.7925,182781.837,0,0,134762.2495,0,12751.613,1075141.041,0,28500.56,11035.1535,0,0
289.212_5.5_1651,0,245994.3855,22500.9995,235573.4965,0,65105.4455,326587.0065,61022.6725,13748.2045,93105.6615,106146.725,358825.8915,86087.9165,161388.819,7451.848
220.111_3.1_737,2207538.568,80711.7195,49080.133,0,0,0,19025.153,68091.3165,0,0,0,9380.281,0,9943.4655,0
402.227_6.5_5558,0,544414.249,0,0,0,0,0,0,0,10731.536,0,0,0,595541.045,0
291.195_9.4_3025,0,233107.817,274586.2905,0,7116.33,130765.058,91508.41,761608.251,172579.9295,320072.142,424939.9105,495995.4295,294033.11,245351.1435,145901.106
441.371_18.4_3735,38699.8915,40279.695,12679.58,373629.3285,16384.385,179984.373,0,47197.7805,120794.6565,214854.2335,193478.4825,0,0,29054.932,0
363.31_13.6_3974,0,0,0,0,45621.4975,0,0,9211.552,0,9494.688,0,0,0,0,0
1005.687_13.9_1355,0,0,0,511352.405,0,78469.2775,119565.405,0,0,0,0,70000.834,0,0,0
480.344_13.1_3523,0,0,238520.66,0,39425.541,1559806.174,503065.599,719928.902,172723.123,622723.5605,277655.884,264868.2485,0,35946.7855,857650.833
750.587_20.3_1206,0,1.39E+07,9152972.932,0,1174994.808,0,3142170.456,1.22E+07,1.05E+07,1.83E+07,8755039.925,4094961.685,4665578.902,1937017.82,268019.004
515.319_13.3_2811,0,25220.339,380955.396,336218.98,358450.2915,18082.1525,0,0,0,98193.942,973707.7155,0,0,1071540.651,128741.0265
547.27_18.7_832,52279.166,1087376.238,38156.9265,552352.797,0,0,928208.8065,1325164.99,552849.412,575499.2315,2128714.226,425880.4985,869437.401,0,0
395.366_17.3_815,81589.262,106056.365,0,314437.5445,0,164558.296,256810.1745,110819.4855,171161.3045,205684.917,204433.357,0,42685.488,89648.473,0
401.23_13.6_5087,0,0,0,20255.6,0,7179.8475,0,8315.604,0,0,0,0,0,1531180.368,18139.968
778.522_16.9_1228,0,108774.6965,11557.139,2578280.974,130507.174,391541.5785,814283.622,11014.44,19031.155,13659.8,0,27746.763,17584.386,116428.3555,54812.342
854.634_19.5_5104,0,612829.2035,0,0,0,0,103780.147,686275.8925,729139.245,773304.7315,580041.6665,275473.689,0,0,0
666.569_21.7_6119,0,0,7836.32,0,0,460175.925,0,0,0,0,0,0,0,0,10627.239
395.337_18.5_2235,0,60833.762,328375.908,0,0,21064.5795,80176.987,0,0,0,0,0,0,0,0
522.357_13_3432,168627.293,1188183.564,1143717.633,2172618.288,76968.596,6206956.548,0,0,568600.1555,2123333.271,0,4804242.824,429796.797,3363146.813,8745691.818
786.601_21.1_4941,0,0,0,0,266007.277,44420.4435,0,134803.886,0,12104.55,0,25189.164,0,348203.118,228451.8125
530.331_11.7_3708,0,0,82052.9025,0,35140.4835,0,34083.3285,37969.9465,11277.728,76182.043,27037.554,76055.4545,10042.488,16211.9685,0
517.26_21.1_796,64647.9065,866496.612,168635.5115,118682.0695,0,0,496260.23,239752.916,1999332.546,335206.174,6451106.37,3387656.679,274411.332,19379.6915,0
540.293_10.6_5176,0,0,0,0,0,24624.478,0,0,0,0,0,0,0,0,0
724.644_22.9_5848,467135.008,0,0,0,251623.37,0,0,523133.8645,0,0,0,1125814.472,0,0,377956.7045
423.326_18.4_2210,0,154623.159,0,62147.0805,0,8973.6475,53016.379,12709.465,216968.008,0,118832.52,126040.76,25556.36,0,0
474.358_13.8_4122,0,0,0,67243.1455,0,0,422877.7585,694045.0275,654656.657,0,497610.7115,82607.124,23431.978,0,0
395.331_20.1_4888,0,0,0,0,182886.324,0,0,0,22706.9585,0,0,0,0,0,52095.9975
331.227_17.5_1432,0,539911.081,15221.2025,365455.7155,0,0,519289.429,287117.1855,471087.1685,359064.184,20266.617,480937.635,752146.901,77479.274,0
826.617_21_2063,0,15359.9485,0,0,0,0,0,0,0,11941.14,0,265941.323,0,239090.325,0
564.389_13.5_1910,0,0,106659.398,0,0,0,0,412689.142,0,23000.529,50591.475,4532031.982,421907.8985,609199.141,28481.26
574.395_14_4870,0,91345.257,0,988970.7085,1173970.696,425596.4705,14502.42,4029077.744,3384696.378,4036658.63,516342.6885,18202.2855,17087.297,68897.128,0
587.229_17.1_1161,0,94794.5795,0,2288663.445,0,0,41317.9795,1192014.205,7220009.282,6524986.582,5663448.708,2588269.123,8960.9065,0,0
476.358_12.8_2488,0,61462.1965,178141.4385,0,0,0,0,46378.341,0,29213.116,0,0,0,424203.9495,39536.064
806.604_16.3_4899,0,0,0,0,867931.539,0,0,115227.1075,0,0,0,0,0,0,0
643.517_23.7_947,0,6206453.023,3892019.659,3518913.594,0,1807970.421,3173282.333,1682987.768,8008955.891,4957014.719,5949442.4,5398927.903,1452613.754,2502799.521,1048722.777
422.378_21.5_2432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454.292_12_3238,0,0,0,0,1526137.485,625594.4395,408735.2425,460737.6085,276988.54,319496.8395,415074.034,187892.8125,30411.178,996816.0685,383568.196
1168.969_8.3_4254,0,0,0,0,0,0,0,161546.333,0,68545.527,160655.711,0,0,0,0
635.467_17.8_1217,0,421628.039,0,1390520.394,0,42200.4515,1283578.684,47076.0095,94606.0385,92110.8615,253608.204,1508354.846,1703379.633,78255.5,58604.295
512.358_12.4_2649,26535.1765,3494070.763,2196103.839,0,0,0,72721.6665,730390.656,2387987.412,5787068.158,4176556.864,228829.1025,669967.864,114171.7725,44622.3645
359.219_11.9_4207,0,18877.99,629102.424,0,368179.011,1743919.289,645224.389,1916630.358,268359.4765,1044131.575,906663.7985,260338.528,9043.072,460368.1925,1138803.891
734.466_17.6_6060,0,0,0,0,0,0,0,0,0,0,0,0,0,505083.7375,65712.497
910.711_18.7_885,8387.9495,0,0,0,0,155186.1845,0,0,0,0,68789.6755,17248.0385,206475.766,0,0
546.355_12.6_2769,0,2264287.95,885721.036,0,859139.46,0,1344039.448,2253299.906,448656.0575,6129699.261,1554601.185,4311440.686,744201.263,1416587.159,536804.5255
676.55_19_6294,0,441873.221,0,0,0,0,0,707464.3105,331808.3775,833121.4135,527164.054,10263.064,0,0,23308.061
494.36_13.4_1117,0,361848.5055,1633542.543,2.03E+07,198867.043,1995919.804,2254606.29,2435775.76,0,0,1136992.21,4491217.014,0,0,0
1155.505_9.2_3505,0,0,0,0,0,294506.04,602594.9945,0,0,0,0,0,0,0,0
816.672_6_4216,0,0,0,0,0,0,0,233478.171,90524.1405,126812.2425,303086.092,0,0,0,0
822.635_18.3_4437,678003.026,0,0,0,0,448020.902,0,0,0,1316598.179,839690.9915,0,26078.14,0,0
355.247_13.2_2881,0,11296.06,71601.2715,0,32042.492,312863.576,135885.129,24176.4525,10693.3365,87322.5055,11759.087,156553.5025,151766.5495,256804.4695,605137.8815
235.205_11.8_795,35393.9405,5275578.999,1108791.95,0,231596.826,0,266165.755,1784333.493,0,1364088.228,1313602.659,1852626.724,1083619.567,1504941.594,253136.6795
568.396_13.3_3153,30125.6065,9743.9,744707.915,179849.983,10847.56,344577.693,29536.4315,80111.074,150805.949,262911.399,0,0,45471.532,560762.546,2382265.626
350.342_21.7_1180,0,47876.591,7564.8645,1291373.524,150500.7205,832805.4795,6049106.276,0,0,0,0,0,0,59165.1365,57772.8665
654.566_20_3431,0,3684869.739,4255301.164,1.20E+07,5199356.888,0,8104102.009,2130865.375,2922295.001,1304722.199,509161.882,2.09E+07,8433180.513,0,0
1143.692_6.8_4286,0,0,0,0,0,0,0,492002.0635,126267.7305,0,118884.68,0,0,0,0
530.33_11.6_4983,0,0,36415.2595,0,11497.92,0,59713.268,37969.9465,11277.728,90270.283,27037.554,105740.1895,10042.488,0,0
786.6_20.8_6182,0,0,17434.4495,0,137039.846,0,0,28346.406,0,12104.55,0,10872.3405,0,75951.823,113208.802
788.531_18.8_1745,0,110893.2595,30195.407,145737.771,0,0,172958.233,12545.358,42183.931,0,10525.767,146472.635,63469.511,13377.615,0
794.603_23.8_5122,0,18794.736,0,0,0,171182.879,0,81909.6355,0,143192.256,82886.748,0,0,28044.6305,231023.3285
482.493_20.1_3633,0,798319.693,251973.404,273240.33,147727.143,0,192092.1945,0,0,0,0,423288.012,824706.603,0,23104.5605
738.545_19.9_1428,0,268615.9355,0,727963.2645,0,0,230218.418,852490.631,0,89837.1145,229849.2235,8778.601,42163.5255,0,8978.915
784.585_19.6_4557,187815.5385,778043.586,254497.72,2877962.58,1122026.26,49169.7185,1586179.241,319112.25,375826.239,1231965.836,26132.5975,0,1463191.252,1494024.815,381763.9245
810.602_20.2_5009,0,0,88069.234,374243.551,0,0,11928.375,191941.2265,0,52195.176,0,0,0,0,266029.0865
556.34_13.7_5178,25736.663,2396379.28,410936.7715,0,0,0,0,0,9571.958,0,0,0,0,0,0
704.581_19.7_5316,0,14221.6655,0,0,0,0,1182857.961,997806.4875,1816280.585,1532774.66,1431395.37,120313.076,0,0,0
301.215_15.4_5440,0,32924.1155,144529.1475,0,0,8393.6945,84386.5185,211920.7285,0,275425.175,100174.1015,130372.896,15720.9985,450354.2195,0
766.574_23.7_1105,0,2.00E+07,7100304.474,3.86E+07,0,0,1.73E+07,2.20E+07,1.24E+07,2.33E+07,2.70E+07,2.43E+07,1.33E+07,4013069.762,498216.99
335.258_20.1_2390,0,92018.2335,56534.652,14629.1675,0,0,84350.661,7635.789,55837.7165,72574.6925,77090.594,68436.842,180947.8095,16512.9985,0
637.263_16.2_5511,0,100041.551,162987.617,118583.4105,0,0,101440.504,17060.7275,0,33509.718,80478.0405,37238.3545,107259.617,29456.8785,0
526.291_12.2_2787,27533.2585,877969.6415,401014.6555,0,760270.008,10547.796,2135906.143,1997024.599,2197744.074,2009994.898,1941089.354,1197405.985,777791.271,451550.182,340869.7555
234.222_10.1_3897,0,344937.083,11989.1885,0,0,0,76799.181,0,0,40903.812,585640.17,7229.3325,0,0,0
480.384_19_2601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330.336_14.7_3336,0,0,125760.4695,797937.875,231181.7525,29573.199,349646.481,1.04E+07,221410.3185,3258653.028,1540194.44,427208.8805,8621.562,40337.8635,0
720.437_16.4_1591,0,0,0,369514.0175,0,0,0,81778.5715,0,0,0,0,0,274290.0395,0
525.405_16.1_6301,0,0,0,0,0,0,0,55529.334,323810.7585,114613.5315,534094.5375,0,0,0,0
786.595_19.9_3292,0,0,1593157.426,208428.2945,1076607.504,309356.241,298106.876,147997.265,0,432076.8055,9924.2,242015.1065,0,0,211985.99
654.566_20.1_1106,0,3160496.088,3993265.534,1.44E+07,5928153.169,0,5599099.18,1392454.011,2508439.395,1229713.842,612671.599,1.95E+07,9620959.705,2326407.836,0
790.578_19.5_4986,0,0,21251.152,2079055.06,61045.097,23813.327,26617.341,0,0,0,0,0,56125.437,19388.4705,275991.105
624.519_19.7_1149,0,0,0,4466845.932,1823296.043,361483.3505,3053294.486,0,0,0,0,6052103.816,4089248.694,3187989.731,0
419.352_20.3_2996,7992.306,63233.404,30498.092,59001.965,0,47595.1915,33037.0845,21683.822,34824.9125,15323.336,7543.4625,83034.4195,83005.642,129549.694,427006.7005
228.232_9.9_4132,0,0,30099.063,0,0,0,0,0,0,0,1710308.277,0,0,0,0
770.604_22.2_5895,0,0,406620.4465,0,453663.635,0,0,247367.1465,0,0,0,412781.571,0,122810.3155,112634.965
680.582_23_2144,0,59556.7775,0,249517.1705,55145.448,246078.8305,181980.1015,0,9560.363,0,0,0,361991.9755,0,701077.4175
482.42_17.5_3169,0,2414007.427,1068912.272,0,547353.3575,312585.446,949119.09,78060.655,121087.0615,17080.1785,0,958065.9665,29753.47,0,30277.0055
820.586_23.7_4387,0,0,0,0,0,0,0,129396.619,0,513783.8925,349550.417,0,0,0,0
428.16_8.6_4239,0,0,0,0,0,0,0,44915.0005,0,359724.1775,635600.248,0,0,0,0
395.783_23.8_5129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624.422_13.8_5028,0,0,947448.847,191342.4845,0,370158.463,0,319612.6055,269800.161,349631.4355,0,0,10354.11,1228470.928,2582521.5
714.599_20.6_5004,0,0,349626.468,0,41906.305,0,0,0,0,0,0,126195.633,0,41247.608,0
767.472_16.2_1658,0,357210.1275,0,671030.0105,0,0,133187.445,752713.42,318926.545,377756.859,161436.915,0,0,8573.3625,0
818.602_19.5_3443,138963.595,22786.796,995511.0415,5751167.284,312836.9435,9694.08,5299620.204,0,1649964.476,0,40635.1145,850274.117,115143.5115,735009.895,64568.662
1019.775_14.3_1157,0,54814.3165,41464.8955,2104667.596,0,1126583.792,760824.8135,1041979.253,75599.3935,289676.469,299623.1155,355433.693,0,0,0
637.483_19.8_2877,0,0,0,0,0,0,34943.129,0,0,0,0,62647.843,160958.671,0,0
235.169_16_3932,0,0,0,0,0,0,14775.366,0,0,0,0,25538.8745,0,0,0
454.329_11.8_1113,25671.4205,1033718.724,1647102.839,0,519749.0315,1.00E+07,1.08E+07,3206442.701,243573.681,1702104.929,1359176.802,3374137.702,0,742726.327,1708913.407
1523.581_7.9_4266,0,11187.1445,0,0,0,0,0,177452.5075,994998.9925,0,186849.3595,0,0,0,0
428.373_16.3_1127,0,19520.3115,278571.321,1.61E+07,1041054.723,1866275.365,2291373.491,24869.0705,0,0,0,946296.956,227298.809,2966021.685,909819.355
917.577_23_1189,6602632.619,6176292.913,2791732.51,6600345.107,661624.937,0,0,0,0,0,250609.4305,388872.9545,1136220.421,0,64838.8275
554.345_14.9_2924,34214.446,145060.18,87557.0085,45813.2815,14667.345,1630973.475,1929128.681,65221.3175,1700015.097,157676.1445,190665.1245,234768.7465,149873.5525,74216.6505,8931.153
738.549_19.6_2512,0,28973.088,0,0,0,0,65486.425,224893.9505,107816.3615,19201.5745,8879.453,40180.05,53309.487,0,8571.975
702.474_15.1_6187,0,0,94985.6405,0,37217.206,0,0,0,8739.1095,43607.0735,0,0,0,534691.2845,594921.62
795.504_17.4_1905,0,156846.073,0,75849.475,0,0,95656.574,0,0,0,0,85795.4855,191964.3225,19124.9565,0
542.324_11.7_2720,0,1791109.181,912426.7445,0,1295988.156,40008.23,5480669.048,2106646.631,464386.373,3367781.723,1184441.417,5464032.981,1364040.627,2052200.066,1210795.179
589.483_19.1_4040,0,31082.69,0,0,0,0,0,0,0,0,0,10578.1455,0,60483.8645,0
257.142_6.9_1924,0,0,0,38967.5975,0,0,0,601502.107,0,0,196912.686,0,0,0,0
545.417_21.4_2876,0,40877.939,0,0,0,816900.4475,0,0,8560.1025,0,0,0,287070.699,0,117529.667
389.568_5.7_5728,0,38758.9615,103217.0145,0,0,0,0,66396.256,7252.307,97611.6845,7397.3835,0,0,0,0
524.394_13.5_634,301783.0225,2.10E+07,5114306.567,1244563.905,0,19213.676,1391035.581,6799966.256,0,2782153.374,4268755.233,5640371.188,2806016.009,1.13E+07,314713.367
796.549_17.9_1338,0,39037.809,171024.1665,2604000.24,22500.293,0,1034461.393,628411.934,217937.215,370600.6255,0,11310.7365,320239.6515,149059.4875,2089518.914
470.42_18.2_3330,0,614854.673,0,114772.357,228522.4805,0,183401.179,7906.119,0,0,0,276731.478,0,0,89394.1495
397.316_14.9_4214,0,1261788.439,99342.6765,0,0,0,33342.192,1145408.673,110747.4905,264739.944,1767884.255,10123.475,0,0,0
510.354_12.9_3764,0,0,52452.194,319359.4055,2653434.619,165705.4445,13939.7375,84463.961,25213.773,1797403.87,0,3035662.342,10958.12,4898231.544,0
1047.733_14_1136,0,0,0,2276684.52,0,890082.273,1007923.077,107481.665,0,86043.2515,0,605680.5325,0,0,90160.231
364.304_16.3_4703,0,30715.746,193341.44,0,0,0,132951.7885,0,0,49607.961,0,676743.5085,1017990.553,0,0
645.524_19.1_6240,260010.09,1227640.027,1540137.956,362022.9615,280133.989,249395.815,378774.1745,1131749.355,1361935.296,1083029.229,401824.4545,1028175.25,916465.6305,0,979533.245
1152.025_10.3_3473,0,0,0,0,2029786.729,17023.817,2045780.915,0,0,0,0,0,0,0,0
519.49_19.6_1683,383846.411,16436.9715,357479.669,190614.31,352958.3335,110151.6935,0,0,372015.09,15463.602,0,278094.1935,476135.8095,518253.012,46706.6655
282.28_29.1_6262,0,0,0,0,0,30495.21,0,0,0,0,0,14023.053,13140.9,0,15007.77
592.226_15_4773,25711.6645,971012.2805,2104973.754,29369.895,1.35E+07,2.24E+07,1.39E+07,607852.8015,0,1231746.009,1187723.496,1201276.381,1940063.936,3234005.383,1458562.745
398.326_13.3_1644,0,618685.3655,419634.08,929394.131,646917.4485,272145.78,937771.6785,3165583.893,33745.1835,204898.341,0,807830.13,200052.992,5009406.999,394260.992
638.535_21.4_5260,0,0,0,0,0,2995228.538,0,0,0,0,0,0,0,0,0
637.302_18.4_3480,0,0,0,64780.773,0,0,757265.633,38218.037,0,45232.5545,52720.7745,219381.9785,34818.718,67258.2205,0
530.368_9.7_6089,0,0,0,0,0,0,0,0,0,0,0,0,0,205721.1485,54452.332
395.337_18.3_5559,0,525002.9985,94667.136,0,0,21064.5795,80176.987,0,0,0,0,0,0,0,0
768.588_22.2_4993,0,11882.668,265410.923,0,12380.157,83498.409,0,99583.138,0,0,0,384602.963,0,715981.4625,154074.447
584.561_15.5_658,144367.641,517957.1675,266621.734,653278.4055,0,268478.3245,448785.7665,441845.4545,428674.0465,693435.854,345685.5985,70642.645,123006.526,187665.65,30401.6115
316.285_12.7_2780,0,522170.8605,116615.8665,0,93497.73,9915.312,113397.997,161484.5545,0,190060.3175,840684.0765,458964.553,401722.093,5547618.228,21296.904
495.295_11.7_2566,0,10701.1695,761565.5735,0,107185.3335,99593.4975,947041.5565,820981.3565,466367.325,171033.8125,615047.5375,1193758.555,359919.3605,34689.6,0
725.482_11.1_2831,0,0,0,0,0,0,0,0,0,0,0,105784.021,128410.9365,23915.2575,81884.5015
808.576_22.6_2883,0,392637.0565,0,1171682.563,117533.2845,0,1086607.677,634282.2215,120630.067,2316064.23,2193243.409,1335708.439,223767.739,242609.43,29588.202
377.688_6.4_5596,0,295704.776,1165260.913,0,0,0,0,0,0,0,0,0,0,0,0
311.257_12.4_3395,0,0,25902.982,0,0,93469.4845,27921.0325,33133.6545,15831.576,49940.988,23762.472,192696.4505,7185.036,248589.369,61114.959
800.602_22.2_2459,0,1716088.065,1893589.455,3856684.318,886816.851,7973224.251,4931987.911,0,5.25E+07,1300029.312,140976.2995,419568.3075,6795686.974,10197.4565,2116831.241
359.331_15.8_2620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722.556_19.4_6245,0,2014892.693,206509.1875,0,0,0,0,1251017.336,957052.9825,1523316.44,1132898.189,0,0,134968.7275,0
792.589_23.7_1750,0,4923820.363,11627.2,526544.0275,16095.0325,0,10977.569,5994042.637,431418.751,1.28E+07,6564919.693,32380.896,56618.9675,34344.085,0
583.415_17.6_4477,0,456834.883,0,0,0,0,8270.681,8440.245,0,36128.1995,131180.9195,0,0,0,0
1729.683_8.6_5662,0,101142.156,166175.0345,0,0,0,0,0,0,0,0,0,0,0,0
549.25_17.1_961,7013.067,2290286.381,292755.9475,123577.1265,42539.0205,0,875913.2305,0,1414358.162,4023052.023,6607462.206,1294147.964,1626606.762,25738.077,0
534.282_11.2_586,2295826.332,282933.3885,0,0,40144.836,0,90423.9635,96730.8235,2136286.513,29305.584,16652.277,9742.608,124350.108,165415.2345,0
903.562_23.2_4038,1.61E+07,0,0,0,0,92099.006,4076209.134,0,0,1233263.305,0,4734411.407,1.15E+07,0,6969786.103
460.28_13_4260,0,38355.215,18684.026,0,0,0,33177.186,335704.586,481138.593,562348.915,696572.071,50941.517,8420.672,39205.44,11207.43
466.271_7.8_2927,0,0,0,0,0,0,0,0,0,0,0,333781.8745,78963.226,55456.758,149522.594
377.23_13.1_2724,0,204172.3075,292589.7045,0,129255.9805,775472.0705,553066.923,0,0,398373.176,261826.9655,680550.1715,915053.038,1708188.122,1530221.473
374.29_8.5_4342,0,249368.478,733421.7225,0,0,71895.295,17954.3055,414822.9885,0,31748.784,309544.4425,6989.968,0,0,0
882.679_20.4_5062,0,0,75141.5265,0,0,0,0,0,0,0,0,0,0,536684.0665,59547.5195
514.373_10.7_3050,0,305043.4985,269453.6985,1075522.045,94185.565,14897.025,0,68742.399,0,38526.845,9103.68,9264.456,201856.5965,1965187.849,152723.344
522.259_11.6_2744,24156.4285,873468.3715,60818.2095,0,227884.633,0,1371204.225,448633.407,641537.9545,352539.1595,583338.388,194614.7745,854284.5925,50493.6625,23315.451
565.281_17.6_1183,31820.7305,6522149.04,227997.506,1507332.011,91455.499,0,2601452.208,6194531.773,5498208.663,9405237.568,2.47E+07,3988635.383,3153379.231,19845.013,0
614.394_15.7_5994,0,0,0,0,19723.0115,0,0,0,0,0,0,0,0,17113.25,251768.5145
431.351_18.3_1336,41579.211,346382.397,71564.0305,637757.0605,56386.143,622244.7145,658663.2265,132033.1785,172309.412,589601.1605,174102.9125,297384.526,697913.439,185155.957,287525.8455
609.271_16_746,65511.428,442242.707,114135.529,0,2524000.758,84076.487,196906.097,150074.997,0,195641.7935,1873893.371,0,1503103.76,0,33796.32
760.606_23.3_2809,0,1228852.595,345572.5135,1839881.806,42525.6075,16019.707,484104.938,0,62342.904,0,0,1983082.597,1143510.476,1482441.336,0
768.804_8_4268,0,0,0,0,0,0,0,146616.4795,28719.5865,1043810.457,297204.068,0,0,0,0
600.33_13.5_5263,30018.586,493389.4215,176894.7325,0,0,0,0,0,0,0,0,0,0,0,0
