m/z_RT_node,CNAT12_TV104__WC,CNAT1_TV105__WC,CNAT9_TV106__WC,MCAV1_TV107__WC,MCAV2_TV108__WC,MCAV3_TV109__WC,MCAV6_TV110__WC,MMEA14_TV103__WC,MMEA202_TV100_WC,MMEA24_TV99__WC,MMEA2_TV102__WC,OFAV12_TV113__WC,OFAV2_TV111__WC,OFAV3_TV112__WC,OFAV7_TV114__WC
,CNAT,CNAT,CNAT,MCAV,MCAV,MCAV,MCAV,MMEA,MMEA,MMEA,MMEA,OFAV,OFAV,OFAV,OFAV
754.54_20.2_1340,0,65646.5895,47246.3215,1108833.142,0,0,640034.789,503976.9575,633033.4475,2017923.766,594996.67,471894.5525,118022.4065,210364.915,63746.941
429.336_17.8_678,175062.103,1883482.087,405169.258,1735440.622,227525.642,1243498.493,2281085.764,2450737.272,3318462.135,3342793.465,3076994.572,801386.4765,907687.3735,399133.6555,353642.018
442.264_16.5_624,749670.9235,586007.2455,860719.47,16182.858,8807.0215,100660.2745,166706.162,0,0,0,0,405647.879,939065.8755,0,137030.098
724.572_19.9_3727,0,305801.189,97853.759,125300.985,0,0,58174.6175,141106.372,182233.84,135820.8985,0,94943.795,36531.882,300635.5995,435254.5325
516.404_13.2_5352,0,0,0,0,0,0,0,49085.2725,354860.6885,186383.2195,11264.435,0,0,0,0
581.399_16.4_2122,0,241267.6295,41451.663,0,0,0,0,10660.65,0,30719.469,126751.669,298447.9455,0,157077.68,0
748.572_20.1_1100,0,7301589.723,0,1.77E+07,2786631.047,0,5115527.105,118172.495,46264.24,94363.9405,8841,5645289.598,2820427.656,2972450.798,0
381.315_17.3_2934,65868.628,924676.1595,363192.867,1560905.22,0,0,1325454.793,1633122.215,1342124.57,1781846.854,1344181.022,0,171163.338,46453.1345,158068.9765
602.426_14.4_1520,0,28184.419,304489.3295,1651908.321,366274.6455,99003.358,40947.0055,1336622.78,968607.8455,1132548.315,66735.789,8138.68,7816.527,448151.702,1310278.855
518.359_13.6_1303,0,0,11184.877,772971.091,0,386121.6445,660941.431,1362983.044,196257.467,724482.254,538215.0975,833496.7095,0,110690.815,23120.237
710.593_23_2183,0,2638346.954,4439946.563,0,617519.571,0,0,901043.6875,0,3728226.187,1242193.476,1.10E+07,0,1.83E+07,41070.982
290.668_14_1645,0,88676.784,79913.0835,365181.9895,44207.572,412280.3005,575932.429,302000.1755,199854.3295,324250.155,197183.3645,460657.7455,63282.2325,67486.5435,147751.5005
473.326_16.1_3148,0,68466.981,104741.366,52076.163,85466.468,10588.5675,13985.72,92304.0415,663975.8595,1017315.374,133981.7795,58197.8595,49681.2265,110532.2715,72833.511
617.239_17.7_3736,0,8516.112,26339.311,0,0,0,50448.884,0,0,0,0,0,0,0,0
730.595_22.6_1883,0,758052.46,53922.416,276961.005,0,0,184483.0875,0,101061.9535,12227.409,0,0,19315.923,0,0
397.346_18.4_650,123800.9395,1597691.541,330714.474,2849352.922,0,2745551.464,4131457.258,679714.4925,672271.126,2731545.139,564274.6605,1157942.022,1882315.172,870517.0815,1243451.167
381.316_14.6_1896,0,0,238923.1895,141747.452,20893.033,267570.5255,105046.9905,83824.7255,255135.059,321236.7805,70267.4605,0,0,0,0
768.584_23.8_5644,0,0,661719.629,1985617.81,0,0,1355662.037,0,1344029.666,931083.0435,1506122.336,33022.029,1403416.84,754081.2965,342839.628
1558.291_9.3_4302,0,0,0,0,0,0,0,76384.962,0,69513.598,108827.813,0,0,0,0
344.315_12.7_4249,0,30558.9015,0,0,0,0,0,0,175191.9965,0,483211.495,0,0,0,0
760.603_21.3_5838,0,388498.1685,131091.082,36542.304,21102.549,0,0,91887.7845,0,0,108969.807,414235.6925,0,0,0
794.572_23.7_2022,0,263308.302,0,0,0,0,9655.6125,63010.875,0,89407.5675,51540.423,10458.141,0,0,0
538.555_20.4_1493,0,405446.0335,0,436703.9125,48405.855,0,15808.132,17170.591,132183.4775,31203.697,24656.62,875855.138,1026659.684,194823.2465,0
386.399_18.9_1252,0,828080.427,7745.7015,4953463.481,2582026.917,0,341026.0465,0,0,7783.4025,0,2204112.589,1404938.187,0,0
708.577_21.8_2072,0,1055659.858,277276.8245,200385.166,0,0,0,0,0,54564.066,0,405551.467,0,549759.656,617204.267
796.617_18.2_4007,9453724.65,499878.4325,145019.4495,0,113624.855,3773810.791,809162.435,2847740.46,0,5521827.148,2477115.885,3357331.826,5662385.703,0,1450264.465
244.205_8.6_2710,0,319291.1975,48847.861,132656.186,0,0,67085.4065,216546.9865,0,65560.718,0,555601.426,313715.6135,3151385.544,1407572.85
221.115_7.3_982,0,121343.631,50044.4975,166343.108,303166.3135,108158.4215,128359.7295,226818.2065,162717.8305,138620.348,146873.819,44590.2985,94520.3735,90436.8375,171059.4715
724.527_23.7_2824,0,127745.2825,0,8648.235,0,0,0,0,4295013.947,1268024.266,140930.0215,0,960343.7945,0,0
701.555_19.2_3680,0,168276.879,17948.7555,123046.0275,0,0,517167.096,0,94705.0395,47652.363,0,83034.7765,0,0,507637.078
518.288_5.8_5587,0,169229.2565,190999.9855,0,0,0,0,0,0,0,0,0,0,0,0
800.578_18.3_1661,10312.41,612699.2215,1602908.015,2218959.435,227896.0625,0,1374297.334,2099137.452,1539294.987,1574479.88,943491.482,207648.479,262756.9765,962712.418,1562874.863
730.596_20.3_2798,0,885700.078,564155.195,601772.5435,24936.123,0,496504.0965,21795.036,172943.775,11359.95,517627.494,893217.6835,1457020.308,15578.97,0
613.482_20.1_2098,0,67643.285,73486.5705,115398.371,0,0,80280.494,23504.117,66997.6585,86086.1865,83876.9725,126550.6245,146543.7445,45402.278,0
810.601_16.4_6130,0,0,246347.322,0,719328.629,0,0,1975209.532,0,0,0,56421.7285,0,19696.843,0
323.221_12.9_3383,0,0,0,0,790638.908,49564.843,399085.511,0,0,0,13518.764,14493.888,0,20957.9605,858066.956
444.456_19.3_5368,0,2206573.261,1375750.436,0,0,0,896366.164,366773.4755,205812.1415,553483.7335,0,457232.9945,0,0,0
542.323_11.8_3260,0,731664.2665,545629.4105,0,0,76760.345,2329707.787,605064.4805,134660.8725,1181848.27,62021.1125,3382339.561,0,1268241.998,546435.0765
1543.025_10.3_3562,0,0,0,0,522735.654,0,640766.475,0,0,0,0,0,0,0,0
423.325_15.3_3096,0,0,8581.036,0,20004.138,56710.4765,0,44823.63,138702.6215,102408.4045,0,116050.036,67151.9305,253397.878,265122.9505
878.568_19.7_1364,0,196903.265,122608.671,541412.6415,0,0,679125.367,464873.852,721657.787,431200.0455,782859.4005,366867.467,774376.508,72205.853,0
415.353_12.7_3919,0,0,540702.6865,0,89371.487,0,0,352007.9705,0,337991.317,273243.758,84247.3475,56950.083,640018.545,8514.793
790.569_16.5_4837,0,0,286372.4355,0,576456.0725,0,0,0,0,0,0,0,0,120223.334,123032.485
800.579_19.2_615,644692.8755,233448.9385,38380.0615,317920.3755,371941.3855,0,278749.638,362044.6935,494514.316,482532.127,0,12275.255,595084.5015,299079.8435,152177.4525
818.599_16.9_566,615555.5185,0,0,0,0,213119.562,134391.375,0,0,303758.3075,101931.542,24556.7425,0,0,0
443.387_18.1_1780,7810.6135,62870.804,10576.446,167692.036,0,62246.143,113052.359,54887.0275,57067.5455,76341.249,76804.729,0,39431.842,38318.746,0
548.262_8.5_894,59307.046,0,1763027.055,251352.6025,1589693.063,76375.2895,9628.488,0,159842.357,40486.0815,0,0,9325.484,2416411.644,368141.963
786.622_23.1_1721,0,185926.409,1172813.345,568476.619,22903.6995,0,507007.963,0,191022.9065,533249.4635,20222.3675,1420948.409,67379.5555,1178817.068,302281.5735
561.339_5.9_5557,0,558428.384,1247685.945,0,0,0,0,0,0,0,0,0,0,0,0
463.378_20.3_3372,0,0,0,0,0,57032.1995,0,0,0,0,0,0,7871.918,16429.397,84851.062
468.478_19.9_5814,0,0,0,160698.39,44619.84,0,0,0,0,0,0,72786.6845,167454.7605,455067.645,255798.153
308.172_5.8_3047,7146.216,0,1797621.292,0,777340.0045,80590.4805,49051.926,0,8112.207,11476.128,0,0,111507.5445,0,1109278.052
668.545_19.6_3539,0,562031.3985,513396.039,1791087.305,0,9992.0135,876702.176,0,0,70862.6905,0,1083527.303,107866.5315,0,26430.7025
871.572_23.3_533,3.75E+07,9806275.073,262035.18,281737.312,0,0,6671733.597,512086.233,0,0,838461.875,0,0,7161125.398,4060852.169
367.299_15.5_3039,0,0,0,0,105204.401,60273.51,0,35761.6085,24967.195,0,0,89900.708,63269.847,147318.0585,134867.1225
480.272_10.6_4794,0,0,0,0,1595383.875,66978.542,154881.39,10120.5,54855.2115,0,0,0,0,0,0
480.344_12.2_2926,0,811396.7745,1754974.46,0,2334815.463,1.19E+07,1.03E+07,1.21E+07,594961.7905,4262928.452,3152358.024,8837949.641,9261.856,1134762.782,2471744.511
335.257_18.8_2042,0,103396.1845,390751.4305,68483.0985,43539.5025,0,314480.994,267583.4725,102994.235,299295.023,8970.559,485106.605,684740.544,44125.895,31489.062
700.536_18.3_3192,0,503309.927,345207.268,0,0,0,0,232137.95,635441.5085,69575.838,190324.978,175498.248,54533.543,0,0
502.3_7.5_1752,0,24417.67,0,83706.8535,0,11555.097,0,138380.625,0,10945.6875,42250.8235,276149.6225,38943.9515,0,35460.65
511.288_11.7_4819,150104.589,7490522.823,1465425.947,0,1278913.378,62772.0815,349709.442,2311909.073,514160.6935,2702578.981,4249268.062,2212685.821,1732838.335,1231104.696,15333.264
460.399_14_539,4764634.024,173812.1845,4973694.779,1876690.36,1971333.911,8856691.542,0,2.25E+07,923214.03,1100023.851,1.18E+07,1531519.492,1805692.165,3892989.92,2184687.922
524.335_10.4_3553,0,0,0,0,361848.884,947033.8735,718498.1215,0,0,0,0,0,0,0,49841.1455
828.55_23.7_1912,0,189599.568,0,257801.6715,0,0,197446.4855,0,0,0,32980.753,161711.786,133329.358,0,0
482.359_12.9_4762,1.01E+07,1.25E+08,1.90E+08,4.43E+08,2.30E+08,22466.73,3.30E+08,37310.763,1.13E+08,2.20E+08,2.02E+08,0,7.03E+07,1.11E+08,63170.3695
744.614_22.5_2245,0,60538.556,2248289.694,0,0,0,0,9747607.032,0,1410652.144,8887184.288,1316975.35,0,1902553.541,0
908.695_20.2_6170,0,0,1099342.772,0,155595.648,0,0,0,0,1300322.211,0,0,0,0,0
760.593_20.7_3784,0,9729.1115,54850.585,0,39312.703,18103.824,68465.584,0,0,0,108969.807,14267.988,0,11933.54,22210.4565
832.568_15.2_5018,0,0,403708.7955,0,0,31632.4355,0,0,0,0,0,0,0,228870.6725,1089783.195
953.522_17_2092,7299.325,315039.1745,39098.894,52584.3095,0,0,47576.736,106324.8405,527714.139,276316.4625,274413.5155,42526.395,28035.118,54648.114,0
416.424_19_2745,0,433153.891,307707.463,206448.779,59363.272,0,99694.427,0,0,0,0,71629.4335,1186905.7,0,187359.783
1184.487_9_4278,0,0,0,0,0,0,0,148265.957,48001.6935,0,459881.2945,0,0,0,0
680.582_19.7_5313,0,1420608.417,0,0,0,0,2057100.278,1735738.09,3219409.068,2603138.715,1486899.773,0,0,0,0
684.013_7.6_3484,0,0,0,82176.9745,0,42100.305,1007140.302,0,0,0,0,0,0,0,0
549.25_15.8_4346,85517.417,0,428969.735,0,0,0,0,0,68379.8445,130041.146,511641.534,59461.7185,60925.2215,158327.7015,27626.9375
477.43_22.4_5232,0,0,0,0,0,26215.2885,0,0,0,0,0,0,0,0,6480.1295
530.288_12.6_3136,45828.0665,84840.4355,46362.018,77305.1475,9461.812,0,0,1413214.211,5752814.87,4365822.67,2861006.847,363473.9655,26313.535,0,0
495.308_16.1_3071,40396.5385,204681.329,88806.6675,0,71158.3695,0,0,105389.9315,194127.8915,1339417.856,49102.8715,114743.3205,73870.51,18692.5995,91586.0975
451.269_18.2_3949,0,279578.103,8312.535,6719.162,0,0,0,0,0,0,0,0,0,0,0
652.55_21.7_5813,0,0,0,0,0,4079435.165,0,0,0,0,0,0,0,0,299645.4755
401.341_17.5_4834,0,0,49822.205,197643.1385,66822.98,0,0,0,0,36379.88,0,0,0,8365.698,0
834.513_17.9_579,441628.7505,1416164.905,559558.8495,657538.5215,0,253787.7075,498386.4715,132672.1935,2233735.494,506870.807,50997.034,357460.9245,673903.631,0,124784.8805
397.296_12.5_3631,0,0,0,0,0,0,162568.0235,13762.84,95386.048,154143.828,859405.596,0,0,0,0
182.19_5.6_1341,0,79693.459,41748.4345,1101332.354,0,23057.7425,53407.366,138588.721,34016.875,71653.553,76239.1395,136573.1815,12396.131,45942.4615,21766.4785
516.389_13.7_1320,0,522631.9845,379495.1285,891094.9835,557570.638,1468455.113,295777.3895,835027.645,104714.58,635877.186,108532.489,240613.3515,176981.882,3459024.331,1557587.922
722.512_21.4_3287,0,0,0,0,0,0,17644.276,0,205143.4375,135938.9235,0,0,0,0,0
598.504_19.3_3504,0,760303.5325,335048.9915,1903934.082,373503.253,0,1384768.763,0,337319.336,15904.5975,0,1483348.313,529148.0495,0,0
390.328_15_3294,0,5316644.583,3113084.519,0,0,0,247485.0125,2470320.503,484182.207,2342223.695,3740197.452,0,0,0,0
329.248_13.3_4742,0,9358.87,0,58381.5925,697852.3935,8547.462,812397.896,0,7713.09,0,7504.599,187034.653,8956.649,18668.964,0
438.239_5.2_5464,0,31825.2465,17451.3675,112897.999,22114.0785,38736.177,34592.366,227135.6605,30682.8535,88989.5155,149667.6415,34295.6015,127186.299,49159.7295,0
496.34_14.5_1284,0,0,0,3278456.081,0,749303.3945,1834442.974,330861.3245,93299.8,542963.416,137147.2385,566053.3455,0,147126.966,122286.924
509.735_7.6_5527,0,1.21E+07,4.61E+07,0,0,0,0,0,0,0,0,0,0,0,0
414.271_8_4186,0,0,0,0,0,0,0,1255727.791,857147.2225,653999.3435,1286648.162,0,0,0,0
413.377_16.5_708,160025.5755,948736.745,0,864947.457,248671.236,192196.6425,888400.908,563266.07,1301974.002,1034690.793,988636.253,0,0,0,0
666.567_21_2229,0,35635.6775,0,50715.114,9214.11,0,0,0,0,0,0,0,0,0,499584.9435
696.479_14.2_5987,0,0,32625.834,0,89923.8195,0,0,0,0,0,0,0,0,140222.505,336612.301
341.236_24.1_1828,0,459186.3725,313572.933,208736.993,0,99131.5425,247323.6585,131147.2965,500118.3105,340419.527,438925.914,409709.347,32880.315,218002.5625,38612.8475
751.478_17_4065,0,72009.8105,0,0,0,0,0,25759.644,116455.8495,0,0,0,0,0,0
668.581_20.1_3571,0,0,532179.957,363630.7235,82786.722,0,509683.021,47361.049,309967.0565,419483.4725,301405.856,197109.156,0,0,0
501.835_13_2834,0,322482.756,369856.9615,591556.545,35754.8455,330692.0075,436073.764,722549.2525,325478.7795,463937.04,474077.143,996289.427,162254.9365,99253.522,210674.7415
708.577_21.4_2406,0,1436543.038,0,0,146571.517,0,76491.177,266049.7615,0,0,105970.8495,864554.4795,838435.5745,1770614.117,696317.781
736.607_23.3_2238,0,2.39E+07,0,0,0,0,0,2332581.674,0,3245499.341,2382797.63,9463093.542,0,8303521.594,0
682.563_20.9_1811,0,417120.4505,61983.774,149263.898,166926.5605,27339.931,0,83011.2335,0,84106.1925,0,0,0,1075907.302,123031.771
752.597_19.8_1616,0,1760979.606,0,243561.8555,0,19838.118,0,971549.415,1202623.758,1070720.654,294340.231,0,0,911062.632,631289.455
1151.259_9.4_3496,0,0,0,0,9061.3625,437058.04,1195558.07,0,0,0,0,0,0,0,0
518.287_10.8_641,952264.5375,4449721.386,1432994.167,0,1283064.866,585294.1365,9084214.485,4416621.566,2409571.098,2879833.371,1191587.589,989079.2655,3382762.694,3747354.407,134648.2785
386.399_18.5_2781,17926.5245,192380.199,475387.539,151094.3755,0,6503.5355,1613524.667,15020.9955,10227.2625,50331.078,59376.52,2033067.266,2150280.521,0,0
451.27_17.2_3215,104529.25,301912.0485,308237.439,7822.053,0,0,15453.595,0,0,0,0,148104.4315,78443.0425,0,0
782.567_22.6_2212,0,149115.3675,0,42203.747,100599.3695,0,0,0,0,2.19E+07,19060.397,72999.437,0,7719.852,0
579.26_18.9_2836,0,156463.8225,0,19094.983,0,0,17990.209,626190.119,673597.6595,1787767.437,947783.962,136065.8135,159948.9225,0,0
533.272_11.5_2507,0,151827.868,3159147.989,0,108548.636,38601.909,899251.347,4038272.221,3206796.846,3480626.494,5736482.253,520774.915,683972.2645,304378.121,19051.372
808.607_20.5_3701,0,0,333903.091,23938.161,174342.6275,0,91423.663,0,0,742881.387,11303.9625,3600095.663,0,2265185.507,0
538.372_11.3_5916,0,0,196945.973,0,26565.211,0,25254.496,83995.1405,0,66908.7155,0,11641.9725,0,623390.733,0
921.528_21.5_851,9932.947,0,0,40799.292,0,0,423004.287,0,0,0,0,0,0,0,0
768.589_21.8_4968,0,0,185814.8165,0,39556.2895,211945.323,0,0,0,0,0,232542.5715,0,275333.8995,230719.0645
668.413_13.2_5969,0,0,194793.1855,0,26365.8885,36131.3565,0,0,0,8359.648,0,0,0,394376.2465,843197.317
640.623_17.1_580,476457.2025,1426104.564,671850.26,3021972.227,0,527911.284,1152194.781,1008452.818,1300147.639,1529682.403,1289448.365,424327.3775,499099.1195,641528.451,98570.436
635.249_16.9_2249,0,326057.735,47520.22,18900.285,32095.4595,0,375324.1285,19282.184,0,0,0,0,53708.1895,288284.3575,0
357.279_18.4_5336,0,0,0,0,0,0,0,74086.4905,323504.665,0,50073.7065,0,0,0,0
202.216_8.9_5815,0,0,189616.456,104483.5665,0,0,0,0,0,1.54E+07,27730.0595,4.83E+07,0,0,0
610.504_19.3_3507,0,1784741.999,1664544.46,2179744.76,672508.286,0,1332623.701,18960.503,446327.0295,0,0,1942847.197,284070.084,0,0
203.104_11.5_3029,0,308510.5005,293386.9195,0,21426.376,8092.395,0,367972.7325,871488.2585,265502.044,256619.4885,782353.801,89363.7645,25914.2835,10998.6325
535.287_11.8_842,18572.3685,111319.0765,966292.794,0,199066.2215,13212.864,1273058.675,631615.967,743151.102,865136.3105,555570.415,981193.5795,521704.859,215972.312,22071.2175
880.664_19.3_5274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975.712_14.3_1434,0,0,0,482313.276,0,0,196915.134,412290.063,150216.828,231947.259,389488.7075,288867.9335,0,0,0
278.611_12.3_3411,63598.1105,43275.9995,59069.329,0,0,0,81778.9845,48357.947,0,63978.1625,0,6602.681,0,8810.2,0
1204.011_7.3_5477,0,0,0,0,0,0,0,208026.6625,0,0,12150.104,0,0,0,0
758.593_20.3_1771,0,2111661.515,31278.279,168417.952,16833.9855,0,0,316224.046,0,116139.338,311149.6605,480408.2355,0,0,0
395.366_16.5_1753,0,190171.8475,0,51187.401,188237.045,0,242426.1725,39492.9675,323252.89,87838.5275,243748.716,0,0,0,0
810.621_21.5_5857,0,59565.9265,0,0,14958.272,0,0,14273.28,0,32908.516,0,459461.143,0,31613.25,0
349.198_11.8_739,67454.3215,1189521.629,3963319.325,0,0,1.46E+07,1.03E+07,7983168.713,2848571.599,4952774.175,3610106.752,3633941.615,1207569.045,3611064.13,4993896.358
413.333_16.7_4544,0,30707.7165,154886.288,682312.3995,290640.8645,285002.9645,720669.8105,661705.3205,54530.903,0,0,162235.5435,122586.79,14769.014,36313.711
522.597_20.3_5839,0,0,42362.351,0,42087.9145,0,1751062.868,0,0,0,550138.887,3055772.871,0,2202387.567,393262.719
563.265_18.9_1486,43431.3125,677167.8655,74290.121,270152.934,0,0,296875.685,1585556.184,1102052.733,1946336.398,6774562.686,1141550.041,1579043.823,36557.5545,0
828.632_23.2_5938,0,476058.667,906386.016,1105279.823,0,0,0,0,1535867.97,1663007.481,20066.8215,0,0,280179.4945,0
358.367_17.4_3524,0,1830986.547,1418185.402,3154959.402,1761135.659,312392.4925,1616474.557,72620.824,0,0,9535.2,2116792.063,168340.589,9383.094,63295.886
267.195_11.8_6010,7166.7705,20255.1005,1262730.199,0,37012.8285,875592.262,36806.313,31781.2775,0,42028.23,0,31437.097,11673.42,734392.581,752455.5475
898.602_18.4_5347,0,477787.4065,0,0,0,0,0,0,499538.175,133899.2125,0,97917.8755,9177,0,0
1297.516_8.6_5618,0,214047.269,344384.8665,0,0,0,0,0,0,0,0,0,0,0,0
443.187_6.5_4187,0,0,0,0,0,0,0,98687.2495,49117.508,71579.89,492429.495,0,0,0,0
515.32_13.6_6237,0,88995.066,334828.439,9536.934,0,0,27739.7225,179137.232,54187.1,0,233079.2985,340944.5975,117939.9385,24293.2275,100999.64
524.406_14.9_5820,0,367834.6885,528606.6255,0,1832964.763,4516788.832,3921949.374,3410067.605,270638.241,1774775.785,1304345.385,4244543.293,106400.5415,3644491.877,251083.851
618.417_14.6_2298,0,0,352294.8185,18878.0305,28024.5035,214247.639,0,407602.3725,202933.039,328777.389,16185.6545,0,0,11117.809,366299.822
610.504_19.4_1257,0,0,0,2167467.685,663383.1795,954212.053,1146511.159,0,340937.7795,0,0,1874710.127,316489.7705,977550.052,0
574.325_12.3_2575,0,0,15326.185,0,0,0,0,0,0,0,40786.941,0,11315.0625,12788.5225,52268.1355
796.62_22.8_3815,1253238.227,0,2.19E+07,0,1.22E+07,919732.228,22107.407,8322166.004,0,70649.524,153294.874,216041.2955,236451.6075,228756.4995,362778.583
319.228_10.8_1500,0,0,26709.285,2002174.985,0,329041.634,624033.057,169838.309,0,0,354353.9125,94381.735,0,22900.2235,55183.847
396.311_15_4317,0,246160.4795,21375.6075,0,0,0,14916.244,581847.4865,239094.47,243707.245,490918.457,0,0,0,0
512.361_12.5_4141,26535.1765,2445088.127,1857798.174,0,52650.432,0,168894.612,8100730.548,1781115.807,688917.4455,251167.116,277596.3635,582407.4405,1491927.635,327214.1445
722.556_19.6_5321,0,1923033.307,199936.678,0,28219.953,0,177998.495,448792.375,943972.2225,1019347.74,0,109427.611,0,50284.721,0
358.278_18.6_2955,0,53331.588,44285.4585,47437.6695,0,0,81678.543,11745.0505,0,0,0,0,83679.3775,31848.6965,0
400.341_13.7_3921,0,1.57E+07,1.09E+07,2.41E+07,1.28E+07,0,0,27931.2525,1.18E+07,0,1.54E+07,2.56E+07,7100848.192,0,101018.354
553.331_15.5_1141,8354.745,3.64E+07,1.31E+07,9674923.227,66970.2795,68560.3995,1.76E+07,1.87E+07,1.02E+07,1.63E+07,4.43E+07,2.77E+07,1.71E+07,2087694.767,622324.6995
376.313_13.6_5675,0,123300.662,0,0,0,0,0,121636.4895,291835.853,167236.985,473760.22,0,0,0,0
822.636_16.8_632,696212.968,0,0,0,0,0,0,0,0,350674.409,303805.506,9897.632,11245.398,0,0
412.341_13.8_2177,0,16388.67,0,71141.454,55292.834,11063.936,74826.72,200484.299,10899,33147.676,112602.6835,155972.5605,0,500227.9185,0
463.415_21.9_5207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798.587_19.7_6275,0,6245328.765,836872.742,14047.02,0,0,2164365.794,4000667.307,3528042.833,3467394.554,5845753.791,2095841.353,0,0,0
538.556_19.6_5362,0,0,0,0,0,0,0,581323.6315,831794.8805,726972.914,921802.923,0,0,0,0
601.335_13_3793,36885.009,38036.618,35461.4945,364306.8725,506811.9055,875180.7745,23233.6445,7324.4675,0,56795.865,36502.4595,46733.7185,341866.7965,141147.284,123740.363
431.35_17.6_4842,0,0,0,14594.811,351524.4005,0,9360.1395,0,0,16554.111,0,0,10643.8,0,11479.923
917.577_22.4_5112,9610938.848,1570296.171,325208.709,493065.923,1722703.106,0,0,0,0,0,0,1498744.851,585507.4875,308886.857,560518.739
1142.937_7.8_5322,0,0,0,0,0,0,0,0,612336.8215,0,109131.162,0,0,0,0
635.251_18.4_5518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832.585_22.8_1778,0,342600.404,8127.288,20120.796,9501.9225,0,0,0,442767.96,631947.345,23877.16,769876.5935,0,9399.6,19265.68
457.4_12.9_4333,0,0,5013736.11,0,9930280.735,0,2249565.446,696103.064,0,879376.337,293573.9995,1080356.311,0,2253977.165,326051.0915
796.617_18.3_4000,4.17E+07,1662324.587,707612.767,0,2486542.937,6687585.242,1492414.817,807902.0705,0,1.00E+07,1.09E+07,1971105.761,7826725.873,0,2103986.619
948.567_17_4028,0,65282.2555,0,0,0,0,0,8349.44,164580.777,46740.3735,129243.521,0,0,0,0
660.518_18.4_3821,0,2122248.143,853364.823,0,0,0,59774.67,136920.975,820075.353,263081.8295,101860.592,20830.9925,0,0,0
774.588_21_3861,0,0,0,1816309.614,262566.8955,0,19589.75,0,0,0,0,30601.9165,402770.7475,0,676702.508
791.47_18.4_1518,49531.74,914348.4115,426804.2415,376290.6775,0,0,367216.3105,390667.5425,1414025.935,774987.564,711770.8275,231915.2185,219613.013,176047.302,0
518.287_11.3_907,8475.192,135929.082,144402.4585,0,0,35800.89,349412.096,153175.98,181496.8675,148680.59,26012.846,61494.4655,31479.8365,14750.68,12338.0775
607.436_17_763,61645.54,2850610.754,448919.115,1061788.097,0,0,0,2443623.192,3631886.171,2594573.621,3509677.99,200902.6095,231152.445,524826.966,0
